REF_DATE,GEO,DGUID,"Sales, price and volume",North American Industry Classification System (NAICS),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Textile, clothing and footwear merchant wholesalers [4141]",Dollars,81,millions,6,v120848114,1.4.8,905,C,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home entertainment equipment and household appliance merchant wholesalers [4142],Dollars,81,millions,6,v120848115,1.4.9,780,B,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home furnishings merchant wholesalers [4143],Dollars,81,millions,6,v120848116,1.4.10,527,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal goods merchant wholesalers [4144],Dollars,81,millions,6,v120848117,1.4.11,706,B,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Pharmaceuticals, toiletries, cosmetics and sundries merchant wholesalers [4145]",Dollars,81,millions,6,v120848118,1.4.12,6786,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Pharmaceuticals and pharmacy supplies merchant wholesalers [41451],Dollars,81,millions,6,v120848119,1.4.13,5742,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Toiletries, cosmetics and sundries merchant wholesalers [41452]",Dollars,81,millions,6,v120848120,1.4.14,1043,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle and motor vehicle parts and accessories merchant wholesalers  [415],Dollars,81,millions,6,v120848121,1.4.15,7868,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle merchant wholesalers [4151],Dollars,81,millions,6,v120848122,1.4.16,6100,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),New motor vehicle parts and accessories merchant wholesalers [4152],Dollars,81,millions,6,v120848123,1.4.17,1702,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Used motor vehicle parts and accessories merchant wholesalers [4153],Dollars,81,millions,6,v120848124,1.4.18,66,B,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Building material and supplies merchant wholesalers [416],Dollars,81,millions,6,v120848125,1.4.19,7415,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Electrical, plumbing, heating and air-conditioning equipment and supplies merchant wholesalers [4161]",Dollars,81,millions,6,v120848126,1.4.20,2259,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Metal service centres [4162],Dollars,81,millions,6,v120848127,1.4.21,1397,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Lumber, millwork, hardware and other building supplies merchant wholesalers [4163]",Dollars,81,millions,6,v120848128,1.4.22,3758,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Machinery, equipment and supplies merchant wholesalers [417]",Dollars,81,millions,6,v120848129,1.4.23,12100,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Farm, lawn and garden machinery and equipment merchant wholesalers [4171]",Dollars,81,millions,6,v120848130,1.4.24,1416,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Construction, forestry, mining, and industrial machinery, equipment and supplies merchant wholesalers [4172]",Dollars,81,millions,6,v120848131,1.4.25,3297,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Computer and communications equipment and supplies merchant wholesalers [4173],Dollars,81,millions,6,v120848132,1.4.26,4471,B,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Other machinery, equipment and supplies merchant wholesalers [4179]",Dollars,81,millions,6,v120848133,1.4.27,2917,B,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Miscellaneous merchant wholesalers [418],Dollars,81,millions,6,v120848134,1.4.28,8936,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Recyclable material merchant wholesalers [4181],Dollars,81,millions,6,v120848135,1.4.29,1050,B,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Paper, paper product and disposable plastic product merchant wholesalers [4182]",Dollars,81,millions,6,v120848136,1.4.30,878,B,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Agricultural supplies merchant wholesalers [4183],Dollars,81,millions,6,v120848137,1.4.31,3072,B,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Chemical (except agricultural) and allied product merchant wholesalers [4184],Dollars,81,millions,6,v120848138,1.4.32,1690,A,,,0
Mar-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Other miscellaneous merchant wholesalers [4189],Dollars,81,millions,6,v120848139,1.4.33,2246,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales in current prices,Wholesale trade [41],Dollars,81,millions,6,v120586537,1.1.1,49492,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales Chained Fisher volume index (scaled to equal 100 in 2012),Wholesale trade [41],Dollars,81,millions,6,v120586538,1.2.1,45505,A,,,0
Apr-20,Canada,2016A000011124,Fisher Chained Price Index (scaled to equal 100 in 2012),Wholesale trade [41],Index,160,units,0,v120586539,1.3.1,108.8,A,,,1
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Wholesale trade [41],Dollars,81,millions,6,v120586540,1.4.1,46403,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Farm product merchant wholesalers [411],Dollars,81,millions,6,v120848108,1.4.2,994,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Food, beverage and tobacco merchant wholesalers [413]",Dollars,81,millions,6,v120848109,1.4.3,9884,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Food merchant wholesalers [4131],Dollars,81,millions,6,v120848110,1.4.4,8678,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Beverage merchant wholesalers [4132],Dollars,81,millions,6,v120848111,1.4.5,752,B,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cigarette and tobacco product merchant wholesalers [4133],Dollars,81,millions,6,v120848112,1.4.6,380,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cannabis merchant wholesalers [4134],Dollars,81,millions,6,v1203708590,1.4.34,75,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal and household goods merchant wholesalers [414],Dollars,81,millions,6,v120848113,1.4.7,7410,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Textile, clothing and footwear merchant wholesalers [4141]",Dollars,81,millions,6,v120848114,1.4.8,508,E,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home entertainment equipment and household appliance merchant wholesalers [4142],Dollars,81,millions,6,v120848115,1.4.9,729,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home furnishings merchant wholesalers [4143],Dollars,81,millions,6,v120848116,1.4.10,423,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal goods merchant wholesalers [4144],Dollars,81,millions,6,v120848117,1.4.11,469,C,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Pharmaceuticals, toiletries, cosmetics and sundries merchant wholesalers [4145]",Dollars,81,millions,6,v120848118,1.4.12,5282,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Pharmaceuticals and pharmacy supplies merchant wholesalers [41451],Dollars,81,millions,6,v120848119,1.4.13,4443,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Toiletries, cosmetics and sundries merchant wholesalers [41452]",Dollars,81,millions,6,v120848120,1.4.14,839,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle and motor vehicle parts and accessories merchant wholesalers  [415],Dollars,81,millions,6,v120848121,1.4.15,2718,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle merchant wholesalers [4151],Dollars,81,millions,6,v120848122,1.4.16,1445,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),New motor vehicle parts and accessories merchant wholesalers [4152],Dollars,81,millions,6,v120848123,1.4.17,1231,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Used motor vehicle parts and accessories merchant wholesalers [4153],Dollars,81,millions,6,v120848124,1.4.18,42,D,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Building material and supplies merchant wholesalers [416],Dollars,81,millions,6,v120848125,1.4.19,5804,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Electrical, plumbing, heating and air-conditioning equipment and supplies merchant wholesalers [4161]",Dollars,81,millions,6,v120848126,1.4.20,1711,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Metal service centres [4162],Dollars,81,millions,6,v120848127,1.4.21,1138,B,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Lumber, millwork, hardware and other building supplies merchant wholesalers [4163]",Dollars,81,millions,6,v120848128,1.4.22,2954,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Machinery, equipment and supplies merchant wholesalers [417]",Dollars,81,millions,6,v120848129,1.4.23,11448,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Farm, lawn and garden machinery and equipment merchant wholesalers [4171]",Dollars,81,millions,6,v120848130,1.4.24,1374,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Construction, forestry, mining, and industrial machinery, equipment and supplies merchant wholesalers [4172]",Dollars,81,millions,6,v120848131,1.4.25,3119,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Computer and communications equipment and supplies merchant wholesalers [4173],Dollars,81,millions,6,v120848132,1.4.26,4532,B,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Other machinery, equipment and supplies merchant wholesalers [4179]",Dollars,81,millions,6,v120848133,1.4.27,2422,B,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Miscellaneous merchant wholesalers [418],Dollars,81,millions,6,v120848134,1.4.28,8146,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Recyclable material merchant wholesalers [4181],Dollars,81,millions,6,v120848135,1.4.29,1105,C,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Paper, paper product and disposable plastic product merchant wholesalers [4182]",Dollars,81,millions,6,v120848136,1.4.30,665,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Agricultural supplies merchant wholesalers [4183],Dollars,81,millions,6,v120848137,1.4.31,3165,B,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Chemical (except agricultural) and allied product merchant wholesalers [4184],Dollars,81,millions,6,v120848138,1.4.32,1400,A,,,0
Apr-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Other miscellaneous merchant wholesalers [4189],Dollars,81,millions,6,v120848139,1.4.33,1812,A,,,0
May-20,Canada,2016A000011124,Wholesale sales in current prices,Wholesale trade [41],Dollars,81,millions,6,v120586537,1.1.1,52532,A,,,0
May-20,Canada,2016A000011124,Wholesale sales Chained Fisher volume index (scaled to equal 100 in 2012),Wholesale trade [41],Dollars,81,millions,6,v120586538,1.2.1,47931,A,,,0
May-20,Canada,2016A000011124,Fisher Chained Price Index (scaled to equal 100 in 2012),Wholesale trade [41],Index,160,units,0,v120586539,1.3.1,109.6,A,,,1
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Wholesale trade [41],Dollars,81,millions,6,v120586540,1.4.1,48599,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Farm product merchant wholesalers [411],Dollars,81,millions,6,v120848108,1.4.2,1130,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Food, beverage and tobacco merchant wholesalers [413]",Dollars,81,millions,6,v120848109,1.4.3,10024,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Food merchant wholesalers [4131],Dollars,81,millions,6,v120848110,1.4.4,8837,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Beverage merchant wholesalers [4132],Dollars,81,millions,6,v120848111,1.4.5,735,B,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cigarette and tobacco product merchant wholesalers [4133],Dollars,81,millions,6,v120848112,1.4.6,360,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cannabis merchant wholesalers [4134],Dollars,81,millions,6,v1203708590,1.4.34,93,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal and household goods merchant wholesalers [414],Dollars,81,millions,6,v120848113,1.4.7,8175,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Textile, clothing and footwear merchant wholesalers [4141]",Dollars,81,millions,6,v120848114,1.4.8,742,C,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home entertainment equipment and household appliance merchant wholesalers [4142],Dollars,81,millions,6,v120848115,1.4.9,788,B,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home furnishings merchant wholesalers [4143],Dollars,81,millions,6,v120848116,1.4.10,472,C,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal goods merchant wholesalers [4144],Dollars,81,millions,6,v120848117,1.4.11,844,C,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Pharmaceuticals, toiletries, cosmetics and sundries merchant wholesalers [4145]",Dollars,81,millions,6,v120848118,1.4.12,5328,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Pharmaceuticals and pharmacy supplies merchant wholesalers [41451],Dollars,81,millions,6,v120848119,1.4.13,4408,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Toiletries, cosmetics and sundries merchant wholesalers [41452]",Dollars,81,millions,6,v120848120,1.4.14,920,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle and motor vehicle parts and accessories merchant wholesalers  [415],Dollars,81,millions,6,v120848121,1.4.15,3651,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle merchant wholesalers [4151],Dollars,81,millions,6,v120848122,1.4.16,1938,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),New motor vehicle parts and accessories merchant wholesalers [4152],Dollars,81,millions,6,v120848123,1.4.17,1656,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Used motor vehicle parts and accessories merchant wholesalers [4153],Dollars,81,millions,6,v120848124,1.4.18,58,C,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Building material and supplies merchant wholesalers [416],Dollars,81,millions,6,v120848125,1.4.19,6699,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Electrical, plumbing, heating and air-conditioning equipment and supplies merchant wholesalers [4161]",Dollars,81,millions,6,v120848126,1.4.20,2043,B,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Metal service centres [4162],Dollars,81,millions,6,v120848127,1.4.21,1127,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Lumber, millwork, hardware and other building supplies merchant wholesalers [4163]",Dollars,81,millions,6,v120848128,1.4.22,3529,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Machinery, equipment and supplies merchant wholesalers [417]",Dollars,81,millions,6,v120848129,1.4.23,10883,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Farm, lawn and garden machinery and equipment merchant wholesalers [4171]",Dollars,81,millions,6,v120848130,1.4.24,1287,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Construction, forestry, mining, and industrial machinery, equipment and supplies merchant wholesalers [4172]",Dollars,81,millions,6,v120848131,1.4.25,2968,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Computer and communications equipment and supplies merchant wholesalers [4173],Dollars,81,millions,6,v120848132,1.4.26,4115,B,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Other machinery, equipment and supplies merchant wholesalers [4179]",Dollars,81,millions,6,v120848133,1.4.27,2513,B,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Miscellaneous merchant wholesalers [418],Dollars,81,millions,6,v120848134,1.4.28,8038,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Recyclable material merchant wholesalers [4181],Dollars,81,millions,6,v120848135,1.4.29,984,D,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Paper, paper product and disposable plastic product merchant wholesalers [4182]",Dollars,81,millions,6,v120848136,1.4.30,732,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Agricultural supplies merchant wholesalers [4183],Dollars,81,millions,6,v120848137,1.4.31,2628,B,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Chemical (except agricultural) and allied product merchant wholesalers [4184],Dollars,81,millions,6,v120848138,1.4.32,1323,A,,,0
May-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Other miscellaneous merchant wholesalers [4189],Dollars,81,millions,6,v120848139,1.4.33,2371,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales in current prices,Wholesale trade [41],Dollars,81,millions,6,v120586537,1.1.1,62258,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales Chained Fisher volume index (scaled to equal 100 in 2012),Wholesale trade [41],Dollars,81,millions,6,v120586538,1.2.1,57077,A,,,0
Jun-20,Canada,2016A000011124,Fisher Chained Price Index (scaled to equal 100 in 2012),Wholesale trade [41],Index,160,units,0,v120586539,1.3.1,109.1,A,,,1
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Wholesale trade [41],Dollars,81,millions,6,v120586540,1.4.1,57760,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Farm product merchant wholesalers [411],Dollars,81,millions,6,v120848108,1.4.2,1188,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Food, beverage and tobacco merchant wholesalers [413]",Dollars,81,millions,6,v120848109,1.4.3,10291,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Food merchant wholesalers [4131],Dollars,81,millions,6,v120848110,1.4.4,8973,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Beverage merchant wholesalers [4132],Dollars,81,millions,6,v120848111,1.4.5,778,B,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cigarette and tobacco product merchant wholesalers [4133],Dollars,81,millions,6,v120848112,1.4.6,411,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cannabis merchant wholesalers [4134],Dollars,81,millions,6,v1203708590,1.4.34,129,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal and household goods merchant wholesalers [414],Dollars,81,millions,6,v120848113,1.4.7,9389,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Textile, clothing and footwear merchant wholesalers [4141]",Dollars,81,millions,6,v120848114,1.4.8,890,C,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home entertainment equipment and household appliance merchant wholesalers [4142],Dollars,81,millions,6,v120848115,1.4.9,849,B,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home furnishings merchant wholesalers [4143],Dollars,81,millions,6,v120848116,1.4.10,588,C,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal goods merchant wholesalers [4144],Dollars,81,millions,6,v120848117,1.4.11,931,B,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Pharmaceuticals, toiletries, cosmetics and sundries merchant wholesalers [4145]",Dollars,81,millions,6,v120848118,1.4.12,6131,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Pharmaceuticals and pharmacy supplies merchant wholesalers [41451],Dollars,81,millions,6,v120848119,1.4.13,5187,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Toiletries, cosmetics and sundries merchant wholesalers [41452]",Dollars,81,millions,6,v120848120,1.4.14,944,B,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle and motor vehicle parts and accessories merchant wholesalers  [415],Dollars,81,millions,6,v120848121,1.4.15,7774,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle merchant wholesalers [4151],Dollars,81,millions,6,v120848122,1.4.16,5766,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),New motor vehicle parts and accessories merchant wholesalers [4152],Dollars,81,millions,6,v120848123,1.4.17,1945,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Used motor vehicle parts and accessories merchant wholesalers [4153],Dollars,81,millions,6,v120848124,1.4.18,63,C,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Building material and supplies merchant wholesalers [416],Dollars,81,millions,6,v120848125,1.4.19,7702,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Electrical, plumbing, heating and air-conditioning equipment and supplies merchant wholesalers [4161]",Dollars,81,millions,6,v120848126,1.4.20,2464,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Metal service centres [4162],Dollars,81,millions,6,v120848127,1.4.21,1388,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Lumber, millwork, hardware and other building supplies merchant wholesalers [4163]",Dollars,81,millions,6,v120848128,1.4.22,3851,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Machinery, equipment and supplies merchant wholesalers [417]",Dollars,81,millions,6,v120848129,1.4.23,11851,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Farm, lawn and garden machinery and equipment merchant wholesalers [4171]",Dollars,81,millions,6,v120848130,1.4.24,1474,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Construction, forestry, mining, and industrial machinery, equipment and supplies merchant wholesalers [4172]",Dollars,81,millions,6,v120848131,1.4.25,3208,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Computer and communications equipment and supplies merchant wholesalers [4173],Dollars,81,millions,6,v120848132,1.4.26,4147,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Other machinery, equipment and supplies merchant wholesalers [4179]",Dollars,81,millions,6,v120848133,1.4.27,3021,B,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Miscellaneous merchant wholesalers [418],Dollars,81,millions,6,v120848134,1.4.28,9566,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Recyclable material merchant wholesalers [4181],Dollars,81,millions,6,v120848135,1.4.29,1308,C,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Paper, paper product and disposable plastic product merchant wholesalers [4182]",Dollars,81,millions,6,v120848136,1.4.30,823,B,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Agricultural supplies merchant wholesalers [4183],Dollars,81,millions,6,v120848137,1.4.31,3303,B,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Chemical (except agricultural) and allied product merchant wholesalers [4184],Dollars,81,millions,6,v120848138,1.4.32,1462,A,,,0
Jun-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Other miscellaneous merchant wholesalers [4189],Dollars,81,millions,6,v120848139,1.4.33,2670,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales in current prices,Wholesale trade [41],Dollars,81,millions,6,v120586537,1.1.1,65491,A,,,0
