REF_DATE,GEO,DGUID,"Sales, price and volume",North American Industry Classification System (NAICS),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Jul-20,Canada,2016A000011124,Wholesale sales Chained Fisher volume index (scaled to equal 100 in 2012),Wholesale trade [41],Dollars,81,millions,6,v120586538,1.2.1,59797,A,,,0
Jul-20,Canada,2016A000011124,Fisher Chained Price Index (scaled to equal 100 in 2012),Wholesale trade [41],Index,160,units,0,v120586539,1.3.1,109.5,A,,,1
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Wholesale trade [41],Dollars,81,millions,6,v120586540,1.4.1,60518,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Farm product merchant wholesalers [411],Dollars,81,millions,6,v120848108,1.4.2,1252,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Food, beverage and tobacco merchant wholesalers [413]",Dollars,81,millions,6,v120848109,1.4.3,10267,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Food merchant wholesalers [4131],Dollars,81,millions,6,v120848110,1.4.4,8935,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Beverage merchant wholesalers [4132],Dollars,81,millions,6,v120848111,1.4.5,789,B,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cigarette and tobacco product merchant wholesalers [4133],Dollars,81,millions,6,v120848112,1.4.6,397,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cannabis merchant wholesalers [4134],Dollars,81,millions,6,v1203708590,1.4.34,146,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal and household goods merchant wholesalers [414],Dollars,81,millions,6,v120848113,1.4.7,9641,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Textile, clothing and footwear merchant wholesalers [4141]",Dollars,81,millions,6,v120848114,1.4.8,1016,C,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home entertainment equipment and household appliance merchant wholesalers [4142],Dollars,81,millions,6,v120848115,1.4.9,867,B,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home furnishings merchant wholesalers [4143],Dollars,81,millions,6,v120848116,1.4.10,599,B,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal goods merchant wholesalers [4144],Dollars,81,millions,6,v120848117,1.4.11,978,D,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Pharmaceuticals, toiletries, cosmetics and sundries merchant wholesalers [4145]",Dollars,81,millions,6,v120848118,1.4.12,6181,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Pharmaceuticals and pharmacy supplies merchant wholesalers [41451],Dollars,81,millions,6,v120848119,1.4.13,5082,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Toiletries, cosmetics and sundries merchant wholesalers [41452]",Dollars,81,millions,6,v120848120,1.4.14,1099,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle and motor vehicle parts and accessories merchant wholesalers  [415],Dollars,81,millions,6,v120848121,1.4.15,9238,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle merchant wholesalers [4151],Dollars,81,millions,6,v120848122,1.4.16,7190,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),New motor vehicle parts and accessories merchant wholesalers [4152],Dollars,81,millions,6,v120848123,1.4.17,1988,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Used motor vehicle parts and accessories merchant wholesalers [4153],Dollars,81,millions,6,v120848124,1.4.18,60,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Building material and supplies merchant wholesalers [416],Dollars,81,millions,6,v120848125,1.4.19,7784,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Electrical, plumbing, heating and air-conditioning equipment and supplies merchant wholesalers [4161]",Dollars,81,millions,6,v120848126,1.4.20,2279,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Metal service centres [4162],Dollars,81,millions,6,v120848127,1.4.21,1479,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Lumber, millwork, hardware and other building supplies merchant wholesalers [4163]",Dollars,81,millions,6,v120848128,1.4.22,4026,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Machinery, equipment and supplies merchant wholesalers [417]",Dollars,81,millions,6,v120848129,1.4.23,12924,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Farm, lawn and garden machinery and equipment merchant wholesalers [4171]",Dollars,81,millions,6,v120848130,1.4.24,1580,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Construction, forestry, mining, and industrial machinery, equipment and supplies merchant wholesalers [4172]",Dollars,81,millions,6,v120848131,1.4.25,3235,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Computer and communications equipment and supplies merchant wholesalers [4173],Dollars,81,millions,6,v120848132,1.4.26,4943,A,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Other machinery, equipment and supplies merchant wholesalers [4179]",Dollars,81,millions,6,v120848133,1.4.27,3166,B,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Miscellaneous merchant wholesalers [418],Dollars,81,millions,6,v120848134,1.4.28,9413,B,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Recyclable material merchant wholesalers [4181],Dollars,81,millions,6,v120848135,1.4.29,1218,C,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Paper, paper product and disposable plastic product merchant wholesalers [4182]",Dollars,81,millions,6,v120848136,1.4.30,864,B,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Agricultural supplies merchant wholesalers [4183],Dollars,81,millions,6,v120848137,1.4.31,3372,B,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Chemical (except agricultural) and allied product merchant wholesalers [4184],Dollars,81,millions,6,v120848138,1.4.32,1468,B,,,0
Jul-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Other miscellaneous merchant wholesalers [4189],Dollars,81,millions,6,v120848139,1.4.33,2491,B,,,0
Aug-20,Canada,2016A000011124,Wholesale sales in current prices,Wholesale trade [41],Dollars,81,millions,6,v120586537,1.1.1,65676,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales Chained Fisher volume index (scaled to equal 100 in 2012),Wholesale trade [41],Dollars,81,millions,6,v120586538,1.2.1,60089,A,,,0
Aug-20,Canada,2016A000011124,Fisher Chained Price Index (scaled to equal 100 in 2012),Wholesale trade [41],Index,160,units,0,v120586539,1.3.1,109.3,A,,,1
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Wholesale trade [41],Dollars,81,millions,6,v120586540,1.4.1,60766,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Farm product merchant wholesalers [411],Dollars,81,millions,6,v120848108,1.4.2,1269,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Food, beverage and tobacco merchant wholesalers [413]",Dollars,81,millions,6,v120848109,1.4.3,10070,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Food merchant wholesalers [4131],Dollars,81,millions,6,v120848110,1.4.4,8719,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Beverage merchant wholesalers [4132],Dollars,81,millions,6,v120848111,1.4.5,805,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cigarette and tobacco product merchant wholesalers [4133],Dollars,81,millions,6,v120848112,1.4.6,376,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cannabis merchant wholesalers [4134],Dollars,81,millions,6,v1203708590,1.4.34,170,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal and household goods merchant wholesalers [414],Dollars,81,millions,6,v120848113,1.4.7,9506,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Textile, clothing and footwear merchant wholesalers [4141]",Dollars,81,millions,6,v120848114,1.4.8,1061,C,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home entertainment equipment and household appliance merchant wholesalers [4142],Dollars,81,millions,6,v120848115,1.4.9,889,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home furnishings merchant wholesalers [4143],Dollars,81,millions,6,v120848116,1.4.10,709,C,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal goods merchant wholesalers [4144],Dollars,81,millions,6,v120848117,1.4.11,954,C,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Pharmaceuticals, toiletries, cosmetics and sundries merchant wholesalers [4145]",Dollars,81,millions,6,v120848118,1.4.12,5892,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Pharmaceuticals and pharmacy supplies merchant wholesalers [41451],Dollars,81,millions,6,v120848119,1.4.13,4861,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Toiletries, cosmetics and sundries merchant wholesalers [41452]",Dollars,81,millions,6,v120848120,1.4.14,1031,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle and motor vehicle parts and accessories merchant wholesalers  [415],Dollars,81,millions,6,v120848121,1.4.15,9500,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle merchant wholesalers [4151],Dollars,81,millions,6,v120848122,1.4.16,7388,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),New motor vehicle parts and accessories merchant wholesalers [4152],Dollars,81,millions,6,v120848123,1.4.17,2036,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Used motor vehicle parts and accessories merchant wholesalers [4153],Dollars,81,millions,6,v120848124,1.4.18,75,D,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Building material and supplies merchant wholesalers [416],Dollars,81,millions,6,v120848125,1.4.19,8249,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Electrical, plumbing, heating and air-conditioning equipment and supplies merchant wholesalers [4161]",Dollars,81,millions,6,v120848126,1.4.20,2370,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Metal service centres [4162],Dollars,81,millions,6,v120848127,1.4.21,1457,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Lumber, millwork, hardware and other building supplies merchant wholesalers [4163]",Dollars,81,millions,6,v120848128,1.4.22,4422,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Machinery, equipment and supplies merchant wholesalers [417]",Dollars,81,millions,6,v120848129,1.4.23,12684,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Farm, lawn and garden machinery and equipment merchant wholesalers [4171]",Dollars,81,millions,6,v120848130,1.4.24,1466,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Construction, forestry, mining, and industrial machinery, equipment and supplies merchant wholesalers [4172]",Dollars,81,millions,6,v120848131,1.4.25,3196,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Computer and communications equipment and supplies merchant wholesalers [4173],Dollars,81,millions,6,v120848132,1.4.26,4789,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Other machinery, equipment and supplies merchant wholesalers [4179]",Dollars,81,millions,6,v120848133,1.4.27,3233,B,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Miscellaneous merchant wholesalers [418],Dollars,81,millions,6,v120848134,1.4.28,9488,B,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Recyclable material merchant wholesalers [4181],Dollars,81,millions,6,v120848135,1.4.29,1260,C,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Paper, paper product and disposable plastic product merchant wholesalers [4182]",Dollars,81,millions,6,v120848136,1.4.30,916,A,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Agricultural supplies merchant wholesalers [4183],Dollars,81,millions,6,v120848137,1.4.31,3299,B,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Chemical (except agricultural) and allied product merchant wholesalers [4184],Dollars,81,millions,6,v120848138,1.4.32,1539,B,,,0
Aug-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Other miscellaneous merchant wholesalers [4189],Dollars,81,millions,6,v120848139,1.4.33,2475,B,,,0
Sep-20,Canada,2016A000011124,Wholesale sales in current prices,Wholesale trade [41],Dollars,81,millions,6,v120586537,1.1.1,66070,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales Chained Fisher volume index (scaled to equal 100 in 2012),Wholesale trade [41],Dollars,81,millions,6,v120586538,1.2.1,60048,A,,,0
Sep-20,Canada,2016A000011124,Fisher Chained Price Index (scaled to equal 100 in 2012),Wholesale trade [41],Index,160,units,0,v120586539,1.3.1,110,A,,,1
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Wholesale trade [41],Dollars,81,millions,6,v120586540,1.4.1,60744,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Farm product merchant wholesalers [411],Dollars,81,millions,6,v120848108,1.4.2,1220,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Food, beverage and tobacco merchant wholesalers [413]",Dollars,81,millions,6,v120848109,1.4.3,10414,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Food merchant wholesalers [4131],Dollars,81,millions,6,v120848110,1.4.4,9029,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Beverage merchant wholesalers [4132],Dollars,81,millions,6,v120848111,1.4.5,824,B,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cigarette and tobacco product merchant wholesalers [4133],Dollars,81,millions,6,v120848112,1.4.6,378,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cannabis merchant wholesalers [4134],Dollars,81,millions,6,v1203708590,1.4.34,183,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal and household goods merchant wholesalers [414],Dollars,81,millions,6,v120848113,1.4.7,9701,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Textile, clothing and footwear merchant wholesalers [4141]",Dollars,81,millions,6,v120848114,1.4.8,1147,B,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home entertainment equipment and household appliance merchant wholesalers [4142],Dollars,81,millions,6,v120848115,1.4.9,843,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home furnishings merchant wholesalers [4143],Dollars,81,millions,6,v120848116,1.4.10,585,C,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal goods merchant wholesalers [4144],Dollars,81,millions,6,v120848117,1.4.11,1009,B,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Pharmaceuticals, toiletries, cosmetics and sundries merchant wholesalers [4145]",Dollars,81,millions,6,v120848118,1.4.12,6118,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Pharmaceuticals and pharmacy supplies merchant wholesalers [41451],Dollars,81,millions,6,v120848119,1.4.13,5170,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Toiletries, cosmetics and sundries merchant wholesalers [41452]",Dollars,81,millions,6,v120848120,1.4.14,948,B,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle and motor vehicle parts and accessories merchant wholesalers  [415],Dollars,81,millions,6,v120848121,1.4.15,9573,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle merchant wholesalers [4151],Dollars,81,millions,6,v120848122,1.4.16,7455,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),New motor vehicle parts and accessories merchant wholesalers [4152],Dollars,81,millions,6,v120848123,1.4.17,2033,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Used motor vehicle parts and accessories merchant wholesalers [4153],Dollars,81,millions,6,v120848124,1.4.18,85,D,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Building material and supplies merchant wholesalers [416],Dollars,81,millions,6,v120848125,1.4.19,7907,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Electrical, plumbing, heating and air-conditioning equipment and supplies merchant wholesalers [4161]",Dollars,81,millions,6,v120848126,1.4.20,2363,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Metal service centres [4162],Dollars,81,millions,6,v120848127,1.4.21,1391,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Lumber, millwork, hardware and other building supplies merchant wholesalers [4163]",Dollars,81,millions,6,v120848128,1.4.22,4153,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Machinery, equipment and supplies merchant wholesalers [417]",Dollars,81,millions,6,v120848129,1.4.23,12444,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Farm, lawn and garden machinery and equipment merchant wholesalers [4171]",Dollars,81,millions,6,v120848130,1.4.24,1463,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Construction, forestry, mining, and industrial machinery, equipment and supplies merchant wholesalers [4172]",Dollars,81,millions,6,v120848131,1.4.25,3263,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Computer and communications equipment and supplies merchant wholesalers [4173],Dollars,81,millions,6,v120848132,1.4.26,4423,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Other machinery, equipment and supplies merchant wholesalers [4179]",Dollars,81,millions,6,v120848133,1.4.27,3296,B,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Miscellaneous merchant wholesalers [418],Dollars,81,millions,6,v120848134,1.4.28,9485,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Recyclable material merchant wholesalers [4181],Dollars,81,millions,6,v120848135,1.4.29,1235,B,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Paper, paper product and disposable plastic product merchant wholesalers [4182]",Dollars,81,millions,6,v120848136,1.4.30,874,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Agricultural supplies merchant wholesalers [4183],Dollars,81,millions,6,v120848137,1.4.31,3419,B,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Chemical (except agricultural) and allied product merchant wholesalers [4184],Dollars,81,millions,6,v120848138,1.4.32,1620,A,,,0
Sep-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Other miscellaneous merchant wholesalers [4189],Dollars,81,millions,6,v120848139,1.4.33,2338,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales in current prices,Wholesale trade [41],Dollars,81,millions,6,v120586537,1.1.1,66717,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales Chained Fisher volume index (scaled to equal 100 in 2012),Wholesale trade [41],Dollars,81,millions,6,v120586538,1.2.1,60644,A,,,0
Oct-20,Canada,2016A000011124,Fisher Chained Price Index (scaled to equal 100 in 2012),Wholesale trade [41],Index,160,units,0,v120586539,1.3.1,110,A,,,1
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Wholesale trade [41],Dollars,81,millions,6,v120586540,1.4.1,61357,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Farm product merchant wholesalers [411],Dollars,81,millions,6,v120848108,1.4.2,1235,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Food, beverage and tobacco merchant wholesalers [413]",Dollars,81,millions,6,v120848109,1.4.3,10238,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Food merchant wholesalers [4131],Dollars,81,millions,6,v120848110,1.4.4,8843,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Beverage merchant wholesalers [4132],Dollars,81,millions,6,v120848111,1.4.5,818,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cigarette and tobacco product merchant wholesalers [4133],Dollars,81,millions,6,v120848112,1.4.6,377,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Cannabis merchant wholesalers [4134],Dollars,81,millions,6,v1203708590,1.4.34,201,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal and household goods merchant wholesalers [414],Dollars,81,millions,6,v120848113,1.4.7,9551,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Textile, clothing and footwear merchant wholesalers [4141]",Dollars,81,millions,6,v120848114,1.4.8,1178,C,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home entertainment equipment and household appliance merchant wholesalers [4142],Dollars,81,millions,6,v120848115,1.4.9,832,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Home furnishings merchant wholesalers [4143],Dollars,81,millions,6,v120848116,1.4.10,593,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Personal goods merchant wholesalers [4144],Dollars,81,millions,6,v120848117,1.4.11,1039,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Pharmaceuticals, toiletries, cosmetics and sundries merchant wholesalers [4145]",Dollars,81,millions,6,v120848118,1.4.12,5910,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Pharmaceuticals and pharmacy supplies merchant wholesalers [41451],Dollars,81,millions,6,v120848119,1.4.13,4836,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Toiletries, cosmetics and sundries merchant wholesalers [41452]",Dollars,81,millions,6,v120848120,1.4.14,1074,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle and motor vehicle parts and accessories merchant wholesalers  [415],Dollars,81,millions,6,v120848121,1.4.15,9838,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Motor vehicle merchant wholesalers [4151],Dollars,81,millions,6,v120848122,1.4.16,7711,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),New motor vehicle parts and accessories merchant wholesalers [4152],Dollars,81,millions,6,v120848123,1.4.17,2060,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Used motor vehicle parts and accessories merchant wholesalers [4153],Dollars,81,millions,6,v120848124,1.4.18,66,C,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Building material and supplies merchant wholesalers [416],Dollars,81,millions,6,v120848125,1.4.19,8116,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Electrical, plumbing, heating and air-conditioning equipment and supplies merchant wholesalers [4161]",Dollars,81,millions,6,v120848126,1.4.20,2403,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Metal service centres [4162],Dollars,81,millions,6,v120848127,1.4.21,1432,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Lumber, millwork, hardware and other building supplies merchant wholesalers [4163]",Dollars,81,millions,6,v120848128,1.4.22,4282,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Machinery, equipment and supplies merchant wholesalers [417]",Dollars,81,millions,6,v120848129,1.4.23,12939,B,,,0
